DeltaEnergyBat: 499683650725.3379 [Ws] / 138801.01409037164
timeFCCanIncrease: 4521.4081 [s]
Time, dt, Distance, P_el_dem, P_FC_raw, P_FC, P_Bat_T, P_Bat_loss, P_FC_corr, delta_Power_corr, P_REESS_int, SoC, CanChangeFCPower, FCPowerFinal
2919.96,0.50, 63628.14, -23401.54, 115523.68, 115523.68,92122.14, 628.34, 116152.02, 92750.48, 91493.79, -8.76, True, -94224.67
2920.46,0.50, 63639.67, -27572.58, 115523.68, 115523.68,87951.10, 573.08, 116096.76, 88524.18, 87378.01, -8.75, True, -94346.72
2920.96,0.50, 63651.20, -32921.22, 115523.68, 115523.68,82602.45, 505.90, 116029.58, 83108.35, 82096.55, -8.75, True, -94462.45
2921.46,0.50, 63662.73, -39555.33, 115523.68, 115523.68,75968.35, 428.32, 115952.00, 76396.67, 75540.03, -8.74, True, -94568.54
2921.96,0.50, 63674.25, -45272.25, 115523.68, 115523.68,70251.43, 366.59, 115890.27, 70618.02, 69884.84, -8.73, True, -94672.96
2922.46,0.50, 63685.78, -50429.13, 115523.68, 115523.68,65094.55, 314.99, 115838.66, 65409.53, 64779.56, -8.72, True, -94775.91
2922.96,0.50, 63697.31, -54263.46, 115523.68, 115523.68,61260.22, 279.13, 115802.81, 61539.35, 60981.09, -8.72, True, -94883.72
2923.46,0.50, 63708.84, -58255.93, 115523.68, 115523.68,57267.75, 244.08, 115767.75, 57511.83, 57023.67, -8.71, True, -94988.26
2923.96,0.50, 63720.36, -63362.72, 115523.68, 115523.68,52160.96, 202.64, 115726.32, 52363.60, 51958.32, -8.70, True, -95081.77
2924.46,0.50, 63731.89, -70232.52, 115523.68, 115523.68,45291.16, 152.93, 115676.61, 45444.09, 45138.23, -8.70, True, -95155.89
2924.96,0.50, 63743.42, -78919.28, 115523.68, 115523.68,36604.40, 100.02, 115623.70, 36704.43, 36504.38, -8.69, True, -95204.59
2925.46,0.50, 63754.95, -87758.71, 115523.68, 115523.68,27764.97, 57.62, 115581.30, 27822.59, 27707.34, -8.69, True, -95240.15
2925.96,0.50, 63766.48, -96541.10, 115523.68, 115523.68,18982.58, 26.97, 115550.65, 19009.55, 18955.61, -8.69, True, -95264.63
2926.46,0.50, 63778.00, -102782.26, 115523.68, 115523.68,12741.42, 12.16, 115535.84, 12753.58, 12729.26, -8.69, True, -95313.15
2926.96,0.50, 63789.53, -107465.71, 115523.68, 115523.68,8057.97, 4.87, 115528.55, 8062.83, 8053.10, -8.69, True, -95378.68
2927.46,0.50, 63801.06, -109401.41, 115523.68, 115523.68,6122.27, 2.81, 115526.49, 6125.08, 6119.46, -8.69, True, -95482.42
2927.96,0.50, 63812.59, -110698.07, 115523.68, 115523.68,4825.61, 1.75, 115525.42, 4827.35, 4823.86, -8.69, True, -95595.36
2928.46,0.50, 63824.11, -111595.79, 115523.68, 115523.68,3927.89, 1.16, 115524.83, 3929.04, 3926.73, -8.68, True, -95714.25
2928.96,0.50, 63835.64, -113375.11, 115523.68, 115523.68,2148.56, 0.35, 115524.02, 2148.91, 2148.22, -8.68, True, -95819.48
2929.46,0.50, 63847.17, -115756.12, 115523.68, 115523.68,-232.44, 0.00, 115523.68, -232.44, -232.45, -8.68, True, -95914.77
2929.96,0.50, 63858.70, -119442.35, 115523.68, 115523.68,-3918.67, 1.15, 115524.83, -3917.52, -3919.83, -8.69, True, -95987.90
2930.46,0.50, 63870.23, -124062.25, 115523.68, 115523.68,-8538.57, 5.48, 115529.16, -8533.09, -8544.05, -8.69, True, -96043.02
2930.96,0.50, 63881.75, -127740.85, 115523.68, 115523.68,-12217.17, 11.22, 115534.90, -12205.94, -12228.39, -8.69, True, -96111.70
2931.46,0.50, 63893.28, -127776.58, 115523.68, 115523.68,-12252.90, 11.29, 115534.97, -12241.61, -12264.19, -8.69, True, -96244.16
2931.96,0.50, 63904.81, -141943.00, 115523.68, 115523.68,-26419.32, 52.60, 115576.28, -26366.72, -26471.92, -8.69, True, -96109.86
2932.46,0.50, 63916.34, -149303.16, 115523.68, 115523.68,-33779.49, 86.09, 115609.76, -33693.40, -33865.57, -8.70, True, -96091.79
2932.96,0.50, 63927.86, -152173.52, 115523.68, 115523.68,-36649.84, 101.38, 115625.06, -36548.46, -36751.22, -8.70, True, -96163.75
2933.46,0.50, 63939.39, -152197.58, 115523.68, 115523.68,-36673.90, 101.51, 115625.19, -36572.39, -36775.42, -8.70, True, -96296.58
2933.96,0.50, 63950.92, -154462.93, 115523.68, 115523.68,-38939.25, 114.48, 115638.16, -38824.77, -39053.73, -8.71, True, -96380.73
2934.46,0.50, 63962.45, -154662.95, 115523.68, 115523.68,-39139.27, 115.67, 115639.34, -39023.60, -39254.93, -8.71, True, -96509.91
2934.96,0.50, 63973.98, -154978.67, 115523.68, 115523.68,-39454.99, 117.54, 115641.22, -39337.45, -39572.54, -8.72, True, -96636.66
2935.46,0.50, 63985.50, -154985.35, 115523.68, 115523.68,-39461.67, 117.58, 115641.26, -39344.09, -39579.26, -8.72, True, -96770.34
2935.96,0.50, 63997.03, -160329.96, 115523.68, 115523.68,-44806.28, 151.71, 115675.39, -44654.57, -44958.00, -8.73, True, -96784.10
2936.46,0.50, 64008.56, -165021.04, 115523.68, 115523.68,-49497.36, 185.28, 115708.96, -49312.08, -49682.64, -8.73, True, -96808.92
2936.96,0.50, 64020.09, -170155.56, 115523.68, 115523.68,-54631.88, 225.89, 115749.56, -54406.00, -54857.77, -8.74, True, -96819.50
2937.46,0.50, 64031.61, -174483.70, 115523.68, 115523.68,-58960.02, 263.27, 115786.95, -58696.75, -59223.29, -8.74, True, -96846.31
2937.96,0.50, 64043.14, -177662.75, 115523.68, 115523.68,-62139.07, 292.57, 115816.24, -61846.50, -62431.63, -8.75, True, -96899.81
2938.46,0.50, 64054.67, -177524.82, 115523.68, 115523.68,-62001.14, 291.26, 115814.94, -61709.88, -62292.40, -8.76, True, -97037.71
2938.96,0.50, 64066.20, -175665.87, 115523.68, 115523.68,-60142.19, 273.98, 115797.66, -59868.21, -60416.18, -8.76, True, -97219.61
2939.46,0.50, 64077.73, -172156.89, 115523.68, 115523.68,-56633.21, 242.81, 115766.49, -56390.40, -56876.03, -8.77, True, -97442.31
2939.96,0.50, 64089.25, -168925.23, 115523.68, 115523.68,-53401.55, 215.79, 115739.46, -53185.76, -53617.34, -8.78, True, -97656.54
2940.46,0.50, 64100.78, -167009.91, 115523.68, 115523.68,-51486.24, 200.53, 115724.20, -51285.71, -51686.76, -8.78, True, -97837.83
2940.96,0.50, 64112.31, -165945.26, 115523.68, 115523.68,-50421.58, 192.29, 115715.97, -50229.29, -50613.87, -8.79, True, -97998.45
2941.46,0.50, 64123.84, -165543.48, 115523.68, 115523.68,-50019.80, 189.22, 115712.90, -49830.57, -50209.02, -8.79, True, -98143.28
2941.96,0.50, 64135.36, -164117.50, 115523.68, 115523.68,-48593.82, 178.55, 115702.23, -48415.27, -48772.37, -8.80, True, -98312.50
2942.46,0.50, 64146.89, -162027.18, 115523.68, 115523.68,-46503.50, 163.47, 115687.15, -46340.03, -46666.97, -8.80, True, -98497.07
2942.96,0.50, 64158.42, -158476.39, 115523.68, 115523.68,-42952.71, 139.38, 115663.06, -42813.33, -43092.09, -8.81, True, -98714.54
2943.46,0.50, 64169.95, -155132.03, 115523.68, 115523.68,-39608.35, 118.46, 115642.14, -39489.89, -39726.82, -8.81, True, -98925.66
2943.96,0.50, 64181.48, -152560.67, 115523.68, 115523.68,-37036.99, 103.54, 115627.22, -36933.45, -37140.53, -8.82, True, -99118.39
2944.46,0.50, 64193.00, -151799.43, 115523.68, 115523.68,-36275.75, 99.32, 115622.99, -36176.44, -36375.07, -8.82, True, -99271.15
2944.96,0.50, 64204.53, -152367.70, 115523.68, 115523.68,-36844.02, 102.46, 115626.14, -36741.56, -36946.49, -8.83, True, -99395.05
2945.46,0.50, 64216.06, -153447.09, 115523.68, 115523.68,-37923.41, 108.57, 115632.25, -37814.84, -38031.98, -8.83, True, -99507.78
2945.96,0.50, 64227.59, -154191.29, 115523.68, 115523.68,-38667.62, 112.89, 115636.56, -38554.73, -38780.50, -8.83, True, -99627.87
2946.46,0.50, 64239.11, -153010.29, 115523.68, 115523.68,-37486.61, 106.08, 115629.75, -37380.54, -37592.69, -8.84, True, -99790.60
2946.96,0.50, 64250.64, -151080.12, 115523.68, 115523.68,-35556.44, 95.41, 115619.08, -35461.03, -35651.85, -8.84, True, -99969.56
2947.46,0.50, 64262.17, -148318.57, 115523.68, 115523.68,-32794.89, 81.13, 115604.81, -32713.76, -32876.02, -8.85, True, -100165.86
2947.96,0.50, 64273.70, -148046.09, 115523.68, 115523.68,-32522.42, 79.78, 115603.46, -32442.63, -32602.20, -8.85, True, -100308.76
2948.46,0.50, 64285.23, -149631.45, 115523.68, 115523.68,-34107.78, 87.77, 115611.45, -34020.01, -34195.55, -8.85, True, -100412.11
2948.96,0.50, 64296.75, -154729.14, 115523.68, 115523.68,-39205.46, 116.06, 115639.74, -39089.40, -39321.52, -8.86, True, -100437.80
2949.46,0.50, 64308.28, -160385.32, 115523.68, 115523.68,-44861.64, 152.09, 115675.77, -44709.55, -45013.73, -8.86, True, -100446.55
2949.96,0.50, 64319.81, -165061.47, 115523.68, 115523.68,-49537.79, 185.58, 115709.26, -49352.21, -49723.37, -8.87, True, -100473.86
2950.46,0.50, 64331.34, -167178.30, 115523.68, 115523.68,-51654.62, 201.85, 115725.52, -51452.78, -51856.47, -8.87, True, -100560.42
2950.96,0.50, 64342.86, -166053.56, 115523.68, 115523.68,-50529.88, 193.12, 115716.80, -50336.76, -50723.00, -8.88, True, -100725.34
2951.46,0.50, 64354.39, -161931.25, 115523.68, 115523.68,-46407.57, 162.79, 115686.47, -46244.78, -46570.36, -8.88, True, -100961.27
2951.96,0.50, 64365.92, -156356.79, 115523.68, 115523.68,-40833.11, 125.93, 115649.60, -40707.19, -40959.04, -8.89, True, -101227.79
2952.46,0.50, 64377.45, -150328.72, 115523.68, 115523.68,-34805.04, 91.41, 115615.08, -34713.63, -34896.44, -8.89, True, -101499.58
2952.96,0.50, 64388.98, -144686.74, 115523.68, 115523.68,-29163.06, 64.12, 115587.80, -29098.94, -29227.18, -8.90, True, -101757.96
2953.46,0.50, 64400.50, -140146.22, 115523.68, 115523.68,-24622.54, 45.68, 115569.35, -24576.86, -24668.22, -8.90, True, -101989.59
2953.96,0.50, 64412.03, -136275.47, 115523.68, 115523.68,-20751.79, 32.43, 115556.10, -20719.36, -20784.21, -8.90, True, -102205.20
2954.46,0.50, 64423.56, -132869.92, 115523.68, 115523.68,-17346.24, 22.64, 115546.32, -17323.60, -17368.89, -8.90, True, -102409.88
2954.96,0.50, 64435.09, -129594.45, 115523.68, 115523.68,-14070.78, 14.89, 115538.57, -14055.88, -14085.67, -8.91, True, -102610.56
2955.46,0.50, 64446.61, -126437.39, 115523.68, 115523.68,-10913.71, 8.96, 115532.63, -10904.76, -10922.67, -8.91, True, -102807.67
2955.96,0.50, 64458.14, -123693.64, 115523.68, 115523.68,-8169.96, 5.02, 115528.69, -8164.94, -8174.97, -8.91, True, -102996.15
2956.46,0.50, 64469.67, -121047.19, 115523.68, 115523.68,-5523.52, 2.29, 115525.97, -5521.22, -5525.81, -8.91, True, -103182.00
2956.96,0.50, 64481.20, -118460.88, 115523.68, 115523.68,-2937.20, 0.65, 115524.33, -2936.56, -2937.85, -8.91, True, -103365.95
2957.46,0.50, 64492.73, -114719.74, 115523.68, 115523.68,803.94, 0.05, 115523.73, 803.99, 803.89, -8.91, True, -103568.02
2957.96,0.50, 64504.25, -109909.13, 115523.68, 115523.68,5614.55, 2.36, 115526.04, 5616.92, 5612.19, -8.91, True, -103784.93
2958.46,0.50, 64515.78, -103606.39, 115523.68, 115523.68,11917.28, 10.64, 115534.32, 11927.92, 11906.64, -8.91, True, -104020.59
2958.96,0.50, 64527.31, -97035.50, 115523.68, 115523.68,18488.18, 25.59, 115549.26, 18513.76, 18462.59, -8.90, True, -104254.16
2959.46,0.50, 64538.84, -91101.15, 115523.68, 115523.68,24422.52, 44.61, 115568.29, 24467.13, 24377.92, -8.90, True, -104473.36
2959.96,0.50, 64550.36, -86098.65, 115523.68, 115523.68,29425.03, 64.70, 115588.38, 29489.73, 29360.32, -8.90, True, -104676.36
2960.46,0.50, 64561.89, -82626.45, 115523.68, 115523.68,32897.23, 80.83, 115604.51, 32978.06, 32816.39, -8.89, True, -104858.37
2960.96,0.50, 64573.42, -80456.85, 115523.68, 115523.68,35066.83, 91.82, 115615.50, 35158.65, 34975.01, -8.89, True, -105024.30
2961.46,0.50, 64584.95, -79241.07, 115523.68, 115523.68,36282.60, 98.28, 115621.96, 36380.88, 36184.33, -8.89, True, -105179.25
2961.96,0.50, 64596.48, -79349.32, 115523.68, 115523.68,36174.36, 97.69, 115621.37, 36272.06, 36076.67, -8.88, True, -105319.62
2962.46,0.50, 64608.00, -79963.84, 115523.68, 115523.68,35559.83, 94.41, 115618.09, 35654.24, 35465.42, -8.88, True, -105454.48
2962.96,0.50, 64619.53, -81164.73, 115523.68, 115523.68,34358.95, 88.16, 115611.84, 34447.11, 34270.79, -8.87, True, -105582.79
2963.46,0.50, 64631.06, -81856.55, 115523.68, 115523.68,33667.12, 84.65, 115608.33, 33751.78, 33582.47, -8.87, True, -105716.84
2963.96,0.50, 64642.59, -81735.79, 115523.68, 115523.68,33787.88, 85.26, 115608.94, 33873.14, 33702.62, -8.87, True, -105860.31
2964.46,0.50, 64654.11, -79596.98, 115523.68, 115523.68,35926.69, 96.36, 115620.04, 36023.06, 35830.33, -8.86, True, -106026.73
2964.96,0.50, 64665.64, -76197.11, 115523.68, 115523.68,39326.57, 115.41, 115639.08, 39441.98, 39211.16, -8.86, True, -106206.20
2965.46,0.50, 64677.17, -71439.41, 115523.68, 115523.68,44084.26, 144.92, 115668.60, 44229.18, 43939.35, -8.85, True, -106397.80
2965.96,0.50, 64688.70, -69293.28, 115523.68, 115523.68,46230.40, 159.32, 115683.00, 46389.72, 46071.08, -8.85, True, -106561.58
2966.46,0.50, 64700.23, -69161.69, 115523.68, 115523.68,46361.99, 160.23, 115683.90, 46522.21, 46201.76, -8.84, True, -106705.76
2966.96,0.50, 64711.75, -63472.08, 115523.68, 115523.68,52051.60, 201.79, 115725.47, 52253.39, 51849.80, -8.84, True, -106901.25
2967.46,0.50, 64723.28, -65553.29, 115523.68, 115523.68,49970.39, 186.04, 115709.71, 50156.43, 49784.35, -8.83, True, -107025.84
2967.96,0.50, 64734.81, -71267.29, 115523.68, 115523.68,44256.38, 146.05, 115669.73, 44402.43, 44110.34, -8.83, True, -107114.62
2968.46,0.50, 64746.34, -78919.22, 115523.68, 115523.68,36604.46, 100.02, 115623.70, 36704.48, 36504.44, -8.82, True, -107177.23
2968.96,0.50, 64757.86, -87379.39, 115523.68, 115523.68,28144.29, 59.21, 115582.88, 28203.50, 28085.08, -8.82, True, -107221.03
2969.46,0.50, 64769.39, -94961.93, 115523.68, 115523.68,20561.75, 31.64, 115555.31, 20593.38, 20530.11, -8.82, True, -107265.98
2969.96,0.50, 64780.92, -99604.31, 115523.68, 115523.68,15919.37, 18.98, 115542.65, 15938.35, 15900.39, -8.82, True, -107344.87
2970.46,0.50, 64792.45, -101854.26, 115523.68, 115523.68,13669.42, 14.00, 115537.67, 13683.42, 13655.43, -8.82, True, -107456.00
2970.96,0.50, 64803.98, -102056.45, 115523.68, 115523.68,13467.23, 13.59, 115537.26, 13480.82, 13453.64, -8.81, True, -107596.84
2971.46,0.50, 64815.50, -101290.66, 115523.68, 115523.68,14233.02, 15.17, 115538.85, 14248.19, 14217.85, -8.81, True, -107751.99
2971.96,0.50, 64827.03, -99886.33, 115523.68, 115523.68,15637.35, 18.31, 115541.99, 15655.66, 15619.04, -8.81, True, -107916.41
2972.46,0.50, 64838.56, -96966.35, 115523.68, 115523.68,18557.33, 25.78, 115549.45, 18583.11, 18531.55, -8.81, True, -108102.01
2972.96,0.50, 64850.09, -92680.16, 115523.68, 115523.68,22843.51, 39.04, 115562.71, 22882.55, 22804.48, -8.81, True, -108304.84
2973.46,0.50, 64861.61, -86202.61, 115523.68, 115523.68,29321.07, 64.25, 115587.93, 29385.32, 29256.82, -8.80, True, -108532.54
2973.96,0.50, 64873.14, -78777.21, 115523.68, 115523.68,36746.47, 100.80, 115624.48, 36847.27, 36645.67, -8.80, True, -108764.90
2974.46,0.50, 64884.67, -70495.58, 115523.68, 115523.68,45028.10, 151.17, 115674.85, 45179.27, 44876.93, -8.79, True, -108997.91
2974.96,0.50, 64896.20, -63280.40, 115523.68, 115523.68,52243.28, 203.28, 115726.95, 52446.55, 52040.00, -8.79, True, -109211.53
2975.46,0.50, 64907.73, -57095.97, 115523.68, 115523.68,58427.71, 254.02, 115777.70, 58681.73, 58173.69, -8.78, True, -109409.49
2975.96,0.50, 64919.25, -52853.52, 115523.68, 115523.68,62670.16, 292.06, 115815.74, 62962.22, 62378.09, -8.77, True, -109587.94
2976.46,0.50, 64930.78, -49194.63, 115523.68, 115523.68,66329.05, 326.99, 115850.66, 66656.04, 66002.07, -8.77, True, -109759.96
2976.96,0.50, 64942.31, -46032.39, 115523.68, 115523.68,69491.29, 358.74, 115882.42, 69850.03, 69132.55, -8.76, True, -109927.05
2977.46,0.50, 64953.84, -42052.18, 115523.68, 115523.68,73471.50, 400.78, 115924.45, 73872.28, 73070.73, -8.75, True, -110097.69
2977.96,0.50, 64965.36, -37386.31, 115523.68, 115523.68,78137.37, 452.98, 115976.66, 78590.35, 77684.38, -8.74, True, -110269.80
2978.46,0.50, 64976.89, -31214.51, 115523.68, 115523.68,84309.16, 526.89, 116050.57, 84836.05, 83782.28, -8.73, True, -110445.52
2978.96,0.50, 64988.42, -24227.48, 115523.68, 115523.68,91296.20, 617.20, 116140.88, 91913.40, 90678.99, -8.72, True, -110618.62
2979.46,0.50, 64999.95, -16595.87, 115523.68, 115523.68,98927.81, 723.89, 116247.57, 99651.70, 98203.92, -8.71, True, -110786.27
2979.96,0.50, 65011.48, -9737.64, 115523.68, 115523.68,105786.04, 826.90, 116350.58, 106612.94, 104959.13, -8.70, True, -110944.86
2980.46,0.50, 65023.00, -2889.67, 115523.68, 115523.68,112634.00, 936.49, 116460.16, 113570.49, 111697.52, -8.69, True, -111096.90
2980.96,0.50, 65034.53, 1574.65, 115523.68, 115523.68,117098.33, 1011.53, 116535.21, 118109.87, 116086.80, -8.68, True, -111243.95
2981.46,0.50, 65046.06, 4610.50, 115523.68, 115523.68,120134.17, 1064.19, 116587.87, 121198.36, 119069.98, -8.66, True, -111389.78
2981.96,0.50, 65057.59, 4791.82, 115523.68, 115523.68,120315.50, 1067.38, 116591.05, 121382.88, 119248.13, -8.65, True, -111537.68
2982.46,0.50, 65069.11, 4736.48, 115523.68, 115523.68,120260.16, 1066.40, 116590.08, 121326.56, 119193.76, -8.64, True, -111685.94
2982.96,0.50, 65080.64, -2203.30, 115523.68, 115523.68,113320.38, 947.84, 116471.52, 114268.22, 112372.54, -8.62, True, -111836.95
2983.46,0.50, 65092.17, -7398.63, 115523.68, 115523.68,108125.05, 863.58, 116387.26, 108988.62, 107261.47, -8.61, True, -111982.72
2983.96,0.50, 65103.70, -13092.51, 115523.68, 115523.68,102431.17, 775.67, 116299.35, 103206.83, 101655.50, -8.60, True, -112123.75
2984.46,0.50, 65115.23, -17525.17, 115523.68, 115523.68,97998.51, 710.45, 116234.13, 98708.96, 97288.06, -8.59, True, -112263.20
2984.96,0.50, 65126.75, -21879.32, 115523.68, 115523.68,93644.36, 649.14, 116172.81, 94293.49, 92995.22, -8.58, True, -112400.07
2985.46,0.50, 65138.28, -25647.93, 115523.68, 115523.68,89875.75, 598.27, 116121.95, 90474.02, 89277.48, -8.57, True, -112536.34
2985.96,0.50, 65149.81, -29244.76, 115523.68, 115523.68,86278.92, 551.64, 116075.31, 86830.55, 85727.28, -8.56, True, -112671.31
2986.46,0.50, 65161.34, -32786.75, 115523.68, 115523.68,82736.92, 507.54, 116031.22, 83244.46, 82229.39, -8.55, True, -112804.69
2986.96,0.50, 65172.86, -35076.99, 115523.68, 115523.68,80446.69, 479.99, 116003.67, 80926.68, 79966.70, -8.54, True, -112942.70
2987.46,0.50, 65184.39, -36215.71, 115523.68, 115523.68,79307.96, 466.58, 115990.25, 79774.54, 78841.39, -8.53, True, -113086.10
2987.96,0.50, 65195.92, -34639.29, 115523.68, 115523.68,80884.39, 485.20, 116008.87, 81369.59, 80399.19, -8.52, True, -113243.49
2988.46,0.50, 65207.45, -32051.53, 115523.68, 115523.68,83472.15, 516.54, 116040.22, 83988.69, 82955.60, -8.52, True, -113405.43
2988.96,0.50, 65218.98, -28706.35, 115523.68, 115523.68,86817.32, 558.50, 116082.18, 87375.82, 86258.83, -8.51, True, -113569.75
2989.46,0.50, 65230.50, -25154.16, 115523.68, 115523.68,90369.52, 604.82, 116128.50, 90974.34, 89764.70, -8.50, True, -113733.39
2989.96,0.50, 65242.03, -21430.81, 115523.68, 115523.68,94092.87, 655.33, 116179.00, 94748.19, 93437.54, -8.49, True, -113895.94
2990.46,0.50, 65253.56, -16863.35, 115523.68, 115523.68,98660.33, 720.01, 116243.69, 99380.34, 97940.32, -8.47, True, -114058.79
2990.96,0.50, 65265.09, -11947.93, 115523.68, 115523.68,103575.75, 792.97, 116316.64, 104368.71, 102782.78, -8.46, True, -114219.44
2991.46,0.50, 65276.61, -6100.82, 115523.68, 115523.68,109422.86, 884.27, 116407.94, 110307.12, 108538.59, -8.45, True, -114377.70
2991.96,0.50, 65288.14, -3325.98, 115523.68, 115523.68,112197.70, 929.30, 116452.98, 113127.00, 111268.39, -8.44, True, -114530.47
2992.46,0.50, 65299.67, -3325.98, 115523.68, 115523.68,112197.70, 929.30, 116452.98, 113127.00, 111268.39, -8.43, True, -114681.52
2992.96,0.50, 65311.20, 7961.30, 115523.68, 115523.68,123484.98, 1123.83, 116647.51, 124608.81, 122361.15, -8.41, True, -114829.17
2993.46,0.50, 65322.73, 12200.23, 115523.68, 115523.68,127723.91, 1201.57, 116725.25, 128925.48, 126522.34, -8.40, True, -114974.59
2993.96,0.50, 65334.25, 15538.92, 115523.68, 115523.68,131062.60, 1264.59, 116788.27, 132327.19, 129798.01, -8.38, True, -115119.70
2994.46,0.50, 65345.78, 18547.91, 115523.68, 115523.68,134071.59, 1322.74, 116846.42, 135394.33, 132748.84, -8.37, True, -115264.31
2994.96,0.50, 65357.31, 21299.83, 115523.68, 115523.68,136823.51, 1377.05, 116900.73, 138200.56, 135446.46, -8.35, True, -115408.60
2995.46,0.50, 65368.84, 24187.95, 115523.68, 115523.68,139711.62, 1435.19, 116958.87, 141146.82, 138276.43, -8.34, True, -115551.55
2995.96,0.50, 65380.36, 27585.44, 115523.68, 115523.68,143109.12, 1505.10, 117028.78, 144614.22, 141604.02, -8.32, True, -115691.56
2996.46,0.50, 65391.89, 30801.05, 115523.68, 115523.68,146324.72, 1572.76, 117096.44, 147897.49, 144751.96, -8.31, True, -115830.93
2996.96,0.50, 65403.42, 33732.66, 115523.68, 115523.68,149256.34, 1635.72, 117159.40, 150892.06, 147620.62, -8.29, True, -115970.39
2997.46,0.50, 65414.95, 35003.32, 115523.68, 115523.68,150527.00, 1663.38, 117187.06, 152190.38, 148863.62, -8.28, True, -116117.21
2997.96,0.50, 65426.48, 35360.65, 115523.68, 115523.68,150884.32, 1671.20, 117194.88, 152555.52, 149213.12, -8.26, True, -116268.56
2998.46,0.50, 65438.00, 34341.68, 115523.68, 115523.68,149865.35, 1648.95, 117172.63, 151514.30, 148216.41, -8.24, True, -116426.80
2998.96,0.50, 65449.53, 32997.19, 115523.68, 115523.68,148520.87, 1619.81, 117143.49, 150140.68, 146901.06, -8.23, True, -116586.53
2999.46,0.50, 65461.06, 31418.34, 115523.68, 115523.68,146942.02, 1585.92, 117109.60, 148527.94, 145356.10, -8.21, True, -116747.14
