DeltaEnergyBat: 499683650725.3379 [Ws] / 138801.01409037164
timeFCCanIncrease: 4521.4081 [s]
Time, dt, Distance, P_el_dem, P_FC_raw, P_FC, P_Bat_T, P_Bat_loss, P_FC_corr, delta_Power_corr, P_REESS_int, SoC, CanChangeFCPower, FCPowerFinal
2821.77,0.50, 62070.71, -23482.59, 115523.68, 115523.68,92041.09, 627.25, 116150.92, 92668.33, 91413.84, -7.22, True, -70626.45
2822.27,0.50, 62072.79, -23445.04, 115523.68, 115523.68,92078.64, 627.75, 116151.43, 92706.40, 91450.89, -7.21, True, -70736.37
2822.77,0.50, 62074.87, -23407.48, 115523.68, 115523.68,92116.20, 628.26, 116151.94, 92744.46, 91487.93, -7.20, True, -70846.38
2823.27,0.50, 62076.96, -23369.92, 115523.68, 115523.68,92153.76, 628.77, 116152.45, 92782.53, 91524.98, -7.19, True, -70956.49
2823.77,0.50, 62079.04, -23332.04, 115523.68, 115523.68,92191.64, 629.29, 116152.96, 92820.93, 91562.36, -7.18, True, -71066.70
2824.29,0.53, 62081.12, -2780.76, 115523.68, 115523.68,112742.92, 938.28, 116461.96, 113681.20, 111804.64, -7.17, True, -71150.69
2824.82,0.54, 62082.94, -439.80, 115523.68, 115523.68,115083.88, 977.32, 116500.99, 116061.20, 114106.56, -7.15, True, -71261.79
2825.37,0.55, 62084.50, 63723.39, 115523.68, 115523.68,179247.07, 2348.88, 117872.56, 181595.95, 176898.19, -7.13, True, -70887.56
2825.92,0.56, 62085.79, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -7.12, True, -71500.97
2827.28,2.17, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -7.06, True, -71625.05
2828.87,1.00, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -7.04, True, -72107.93
2829.87,1.00, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -7.01, True, -72330.87
2830.87,1.00, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -6.99, True, -72554.22
2831.87,1.00, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -6.96, True, -72777.95
2832.87,1.00, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -6.94, True, -73002.09
2833.87,1.00, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -6.91, True, -73226.62
2834.87,1.00, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -6.88, True, -73451.56
2835.87,1.00, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -6.86, True, -73676.89
2836.87,1.00, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -6.83, True, -73902.62
2837.87,1.00, 62088.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, -6.81, True, -74128.76
2838.72,0.71, 62088.25, -30331.69, 115523.68, 115523.68,85191.99, 537.91, 116061.59, 85729.90, 84654.08, -6.80, True, -74377.63
2839.27,0.39, 62088.60, -63530.48, 115523.68, 115523.68,51993.19, 201.34, 115725.02, 52194.54, 51791.85, -6.79, True, -74407.11
2839.68,0.42, 62089.15, -77185.50, 115523.68, 115523.68,38338.18, 109.70, 115633.37, 38447.87, 38228.48, -6.79, True, -74394.38
2840.11,0.44, 62089.91, -83719.51, 115523.68, 115523.68,31804.16, 75.56, 115599.24, 31879.73, 31728.60, -6.78, True, -74430.90
2840.55,0.45, 62090.89, -103991.18, 115523.68, 115523.68,11532.50, 9.97, 115533.64, 11542.47, 11522.53, -6.78, True, -74307.64
2841.00,0.46, 62092.09, -124320.11, 115523.68, 115523.68,-8796.43, 5.82, 115529.49, -8790.61, -8802.25, -6.78, True, -74123.60
2841.46,0.46, 62093.52, -144395.27, 115523.68, 115523.68,-28871.59, 62.84, 115586.52, -28808.75, -28934.43, -6.79, True, -73882.72
2841.93,0.47, 62095.18, -164920.94, 115523.68, 115523.68,-49397.27, 184.53, 115708.20, -49212.74, -49581.79, -6.79, True, -73570.95
2842.40,0.47, 62097.08, -186352.62, 115523.68, 115523.68,-70828.94, 380.62, 115904.30, -70448.32, -71209.56, -6.80, True, -73171.58
2842.87,0.47, 62099.21, -207876.81, 115523.68, 115523.68,-92353.13, 649.24, 116172.91, -91703.89, -93002.36, -6.81, True, -72697.88
2843.34,0.48, 62101.58, -229429.75, 115523.68, 115523.68,-113906.07, 990.90, 116514.58, -112915.16, -114896.97, -6.82, True, -72150.07
2843.82,0.48, 62104.18, -251944.87, 115523.68, 115523.68,-136421.19, 1426.30, 116949.98, -134994.89, -137847.50, -6.84, True, -71493.71
2844.30,0.48, 62107.03, -274769.13, 115523.68, 115523.68,-159245.45, 1950.39, 117474.07, -157295.06, -161195.85, -6.85, True, -70743.14
2844.78,0.48, 62110.11, -297850.15, 115523.68, 115523.68,-182326.47, 2565.98, 118089.65, -179760.49, -184892.44, -6.87, True, -69896.18
2845.26,0.48, 62113.44, -321331.63, 115523.68, 115523.68,-205807.95, 3281.55, 118805.23, -202526.40, -209089.50, -6.90, True, -68942.10
2845.75,0.48, 62117.00, -342325.77, 115523.68, 115523.68,-226802.09, 3998.41, 119522.09, -222803.68, -230800.51, -6.92, True, -68022.32
2846.23,0.49, 62120.81, -357882.47, 115523.68, 115523.68,-242358.80, 4577.02, 120100.69, -237781.78, -246935.81, -6.95, True, -67320.74
2846.72,0.49, 62124.85, -373014.03, 115523.68, 115523.68,-257490.35, 5178.84, 120702.52, -252311.51, -262669.19, -6.97, True, -66601.83
2847.20,0.49, 62129.12, -386761.36, 115523.68, 115523.68,-271237.68, 5759.23, 121282.90, -265478.45, -276996.91, -7.00, True, -65924.61
2847.69,0.49, 62133.61, -399465.67, 115523.68, 115523.68,-283941.99, 6324.22, 121847.90, -277617.77, -290266.21, -7.04, True, -65278.07
2848.18,0.49, 62138.32, -411346.28, 115523.68, 115523.68,-295822.60, 6877.65, 122401.32, -288944.95, -302700.25, -7.07, True, -64655.17
2848.67,0.49, 62143.25, -422530.53, 115523.68, 115523.68,-307006.86, 7420.89, 122944.57, -299585.97, -314427.75, -7.10, True, -64052.67
2849.16,0.49, 62148.38, -432788.52, 115523.68, 115523.68,-317264.84, 7938.23, 123461.91, -309326.62, -325203.07, -7.14, True, -63489.83
2849.65,0.49, 62153.71, -442327.99, 115523.68, 115523.68,-326804.31, 8435.80, 123959.48, -318368.51, -335240.11, -7.17, True, -62957.45
2850.14,0.49, 62159.25, -443124.71, 115523.68, 115523.68,-327601.04, 8478.08, 124001.75, -319122.96, -336079.11, -7.21, True, -63012.87
2850.63,0.49, 62164.97, -443124.50, 115523.68, 115523.68,-327600.82, 8478.06, 124001.74, -319122.76, -336078.89, -7.25, True, -63122.92
2851.12,0.49, 62170.88, -443359.62, 115523.68, 115523.68,-327835.94, 8490.56, 124014.24, -319345.38, -336326.51, -7.28, True, -63217.13
2851.62,0.49, 62176.96, -444099.36, 115523.68, 115523.68,-328575.68, 8529.95, 124053.62, -320045.73, -337105.62, -7.32, True, -63276.99
2852.11,0.49, 62183.20, -444721.10, 115523.68, 115523.68,-329197.42, 8563.12, 124086.80, -320634.30, -337760.54, -7.36, True, -63345.05
2852.60,0.49, 62189.61, -445141.86, 115523.68, 115523.68,-329618.19, 8585.61, 124109.29, -321032.57, -338203.80, -7.40, True, -63427.03
2853.10,0.49, 62196.17, -445409.72, 115523.68, 115523.68,-329886.04, 8599.94, 124123.62, -321286.10, -338485.99, -7.43, True, -63519.66
2853.59,0.49, 62202.88, -445712.43, 115523.68, 115523.68,-330188.75, 8616.16, 124139.84, -321572.60, -338804.91, -7.47, True, -63610.05
2854.09,0.49, 62209.74, -445982.04, 115523.68, 115523.68,-330458.36, 8630.61, 124154.29, -321827.75, -339088.97, -7.51, True, -63702.86
2854.58,0.50, 62216.74, -446283.83, 115523.68, 115523.68,-330760.15, 8646.81, 124170.48, -322113.34, -339406.96, -7.54, True, -63793.58
2855.08,0.50, 62223.88, -446606.95, 115523.68, 115523.68,-331083.27, 8664.16, 124187.84, -322419.11, -339747.44, -7.58, True, -63882.96
2855.57,0.50, 62231.16, -446930.31, 115523.68, 115523.68,-331406.63, 8681.55, 124205.23, -322725.08, -340088.19, -7.62, True, -63972.45
2856.07,0.50, 62238.57, -447291.88, 115523.68, 115523.68,-331768.21, 8701.02, 124224.69, -323067.19, -340469.22, -7.66, True, -64059.41
2856.56,0.50, 62246.12, -447657.11, 115523.68, 115523.68,-332133.43, 8720.70, 124244.38, -323412.73, -340854.14, -7.69, True, -64146.22
2857.06,0.50, 62253.79, -448061.76, 115523.68, 115523.68,-332538.08, 8742.54, 124266.22, -323795.54, -341280.62, -7.73, True, -64230.41
2857.56,0.50, 62261.59, -448420.35, 115523.68, 115523.68,-332896.67, 8761.91, 124285.59, -324134.76, -341658.58, -7.77, True, -64317.88
2858.05,0.50, 62269.51, -448685.19, 115523.68, 115523.68,-333161.51, 8776.24, 124299.92, -324385.28, -341937.75, -7.81, True, -64411.97
2858.55,0.50, 62277.56, -448979.53, 115523.68, 115523.68,-333455.85, 8792.17, 124315.85, -324663.68, -342248.03, -7.84, True, -64504.12
2859.04,0.50, 62285.73, -449447.24, 115523.68, 115523.68,-333923.56, 8817.52, 124341.20, -325106.04, -342741.09, -7.88, True, -64584.31
2859.54,0.50, 62294.01, -450029.57, 115523.68, 115523.68,-334505.89, 8849.14, 124372.82, -325656.75, -343355.03, -7.92, True, -64656.60
2860.04,0.50, 62302.42, -450734.39, 115523.68, 115523.68,-335210.71, 8887.49, 124411.17, -326323.22, -344098.20, -7.96, True, -64720.39
2860.53,0.50, 62310.93, -451413.20, 115523.68, 115523.68,-335889.53, 8924.50, 124448.18, -326965.02, -344814.03, -7.99, True, -64786.03
2861.03,0.50, 62319.56, -452106.83, 115523.68, 115523.68,-336583.15, 8962.41, 124486.09, -327620.74, -345545.56, -8.03, True, -64850.66
2861.53,0.50, 62328.30, -452763.89, 115523.68, 115523.68,-337240.21, 8998.40, 124522.08, -328241.81, -346238.61, -8.07, True, -64917.89
2862.02,0.50, 62337.14, -453364.59, 115523.68, 115523.68,-337840.91, 9031.37, 124555.04, -328809.54, -346872.28, -8.11, True, -64989.12
2862.52,0.50, 62346.09, -453946.48, 115523.68, 115523.68,-338422.80, 9063.36, 124587.04, -329359.44, -347486.16, -8.15, True, -65061.73
2863.02,0.50, 62355.14, -454494.71, 115523.68, 115523.68,-338971.03, 9093.56, 124617.24, -329877.47, -348064.59, -8.19, True, -65136.76
2863.52,0.50, 62364.29, 41160.25, 115523.68, 115523.68,156683.93, 1800.63, 117324.30, 158484.55, 154883.30, -8.17, True, -79903.64
2864.02,0.50, 62373.38, -4452.41, 115523.68, 115523.68,111071.27, 910.89, 116434.57, 111982.16, 110160.38, -8.16, True, -80257.85
2864.52,0.50, 62382.42, -442637.78, 115523.68, 115523.68,-327114.10, 8452.22, 123975.90, -318661.88, -335566.33, -8.19, True, -66304.90
2865.02,0.50, 62391.57, -442344.72, 115523.68, 115523.68,-326821.04, 8436.69, 123960.36, -318384.35, -335257.72, -8.23, True, -66439.18
2865.51,0.50, 62400.81, -442384.93, 115523.68, 115523.68,-326861.25, 8438.82, 123962.49, -318422.44, -335300.07, -8.27, True, -66550.77
2866.01,0.50, 62410.15, -442485.00, 115523.68, 115523.68,-326961.32, 8444.12, 123967.80, -318517.20, -335405.44, -8.30, True, -66658.38
2866.51,0.50, 62419.58, -442511.26, 115523.68, 115523.68,-326987.58, 8445.51, 123969.19, -318542.06, -335433.09, -8.34, True, -66771.18
2867.01,0.50, 62429.11, -442688.76, 115523.68, 115523.68,-327165.08, 8454.93, 123978.61, -318710.15, -335620.01, -8.38, True, -66873.73
2867.50,0.50, 62438.73, -442839.00, 115523.68, 115523.68,-327315.33, 8462.90, 123986.58, -318852.42, -335778.23, -8.42, True, -66978.27
2868.00,0.50, 62448.43, -443013.54, 115523.68, 115523.68,-327489.86, 8472.17, 123995.85, -319017.69, -335962.03, -8.45, True, -67081.25
2868.50,0.50, 62458.22, -443180.10, 115523.68, 115523.68,-327656.42, 8481.02, 124004.70, -319175.40, -336137.44, -8.49, True, -67184.89
2869.00,0.50, 62468.10, -443224.60, 115523.68, 115523.68,-327700.93, 8483.38, 124007.06, -319217.54, -336184.31, -8.53, True, -67297.02
2869.50,0.50, 62478.05, -443279.56, 115523.68, 115523.68,-327755.88, 8486.31, 124009.98, -319269.57, -336242.19, -8.56, True, -67408.55
2869.99,0.50, 62488.09, -443396.59, 115523.68, 115523.68,-327872.92, 8492.53, 124016.21, -319380.39, -336365.44, -8.60, True, -67515.93
2870.49,0.50, 62498.22, -443428.18, 115523.68, 115523.68,-327904.50, 8494.21, 124017.89, -319410.29, -336398.71, -8.64, True, -67629.29
2870.99,0.50, 62508.42, -443396.06, 115523.68, 115523.68,-327872.38, 8492.50, 124016.18, -319379.88, -336364.88, -8.67, True, -67747.14
2871.49,0.50, 62518.70, -443400.34, 115523.68, 115523.68,-327876.67, 8492.73, 124016.41, -319383.94, -336369.40, -8.71, True, -67862.60
2871.99,0.50, 62529.06, -443334.71, 115523.68, 115523.68,-327811.03, 8489.24, 124012.92, -319321.79, -336300.27, -8.75, True, -67982.98
2872.48,0.50, 62539.50, -443271.75, 115523.68, 115523.68,-327748.07, 8485.89, 124009.57, -319262.18, -336233.96, -8.79, True, -68103.27
2872.98,0.50, 62550.03, -443248.30, 115523.68, 115523.68,-327724.62, 8484.64, 124008.32, -319239.97, -336209.26, -8.82, True, -68220.96
2873.48,0.50, 62560.63, -443152.59, 115523.68, 115523.68,-327628.92, 8479.56, 124003.24, -319149.36, -336108.48, -8.86, True, -68343.71
2873.98,0.50, 62571.33, -443056.40, 115523.68, 115523.68,-327532.72, 8474.45, 123998.12, -319058.27, -336007.16, -8.90, True, -68466.60
2874.48,0.50, 62582.10, -443075.41, 115523.68, 115523.68,-327551.73, 8475.46, 123999.13, -319076.27, -336027.18, -8.93, True, -68581.68
2874.97,0.50, 62592.96, -442905.61, 115523.68, 115523.68,-327381.94, 8466.44, 123990.12, -318915.50, -335848.38, -8.97, True, -68709.83
2875.47,0.50, 62603.91, -442839.33, 115523.68, 115523.68,-327315.65, 8462.92, 123986.60, -318852.73, -335778.57, -9.01, True, -68830.98
2875.97,0.50, 62614.95, -442867.63, 115523.68, 115523.68,-327343.95, 8464.42, 123988.10, -318879.53, -335808.38, -9.05, True, -68945.73
2876.47,0.50, 62626.08, -442863.64, 115523.68, 115523.68,-327339.96, 8464.21, 123987.89, -318875.75, -335804.17, -9.08, True, -69062.81
2876.97,0.50, 62637.29, -442938.64, 115523.68, 115523.68,-327414.96, 8468.19, 123991.87, -318946.77, -335883.15, -9.12, True, -69174.56
2877.46,0.50, 62648.59, -443047.85, 115523.68, 115523.68,-327524.18, 8473.99, 123997.67, -319050.18, -335998.17, -9.16, True, -69284.08
2877.96,0.50, 62659.98, -443101.39, 115523.68, 115523.68,-327577.72, 8476.84, 124000.51, -319100.88, -336054.55, -9.19, True, -69397.53
2878.46,0.50, 62671.46, -329846.59, 115523.68, 115523.68,-214322.91, 3563.48, 119087.16, -210759.43, -217886.39, -9.22, True, -76189.01
2878.96,0.50, 62682.98, 6476.69, 115523.68, 115523.68,122000.37, 1097.21, 116620.89, 123097.58, 120903.16, -9.20, True, -83825.36
2879.46,0.50, 62694.47, -4368.25, 115523.68, 115523.68,111155.43, 912.26, 116435.94, 112067.69, 110243.17, -9.19, True, -83973.54
2879.96,0.50, 62705.92, -431363.51, 115523.68, 115523.68,-315839.83, 7865.26, 123388.94, -307974.56, -323705.09, -9.23, True, -70664.59
2880.46,0.50, 62717.45, -149373.26, 115523.68, 115523.68,-33849.58, 86.44, 115610.12, -33763.14, -33936.03, -9.23, True, -82889.71
2880.96,0.50, 62728.98, -156610.28, 115523.68, 115523.68,-41086.61, 127.50, 115651.18, -40959.11, -41214.11, -9.24, True, -82860.85
2881.46,0.50, 62740.50, -164206.74, 115523.68, 115523.68,-48683.07, 179.21, 115702.89, -48503.86, -48862.28, -9.24, True, -82815.79
2881.96,0.50, 62752.03, -171776.33, 115523.68, 115523.68,-56252.65, 239.55, 115763.22, -56013.10, -56492.20, -9.25, True, -82762.34
2882.46,0.50, 62763.56, -179327.14, 115523.68, 115523.68,-63803.46, 308.53, 115832.20, -63494.94, -64111.99, -9.25, True, -82700.37
2882.96,0.50, 62775.09, -186823.28, 115523.68, 115523.68,-71299.61, 385.72, 115909.40, -70913.88, -71685.33, -9.26, True, -82630.85
2883.46,0.50, 62786.61, -194183.15, 115523.68, 115523.68,-78659.47, 469.99, 115993.67, -78189.48, -79129.46, -9.27, True, -82556.17
2883.96,0.50, 62798.14, -200625.01, 115523.68, 115523.68,-85101.33, 550.67, 116074.34, -84550.66, -85652.00, -9.28, True, -82498.89
2884.46,0.50, 62809.67, -205269.10, 115523.68, 115523.68,-89745.43, 612.84, 116136.52, -89132.58, -90358.27, -9.29, True, -82487.35
2884.96,0.50, 62821.20, -206304.23, 115523.68, 115523.68,-90780.55, 627.16, 116150.84, -90153.39, -91407.72, -9.30, True, -82578.63
2885.46,0.50, 62832.73, -206481.55, 115523.68, 115523.68,-90957.87, 629.63, 116153.31, -90328.24, -91587.50, -9.31, True, -82694.92
2885.96,0.50, 62844.25, -202853.27, 115523.68, 115523.68,-87329.60, 580.08, 116103.76, -86749.52, -87909.68, -9.32, True, -82921.34
2886.46,0.50, 62855.78, -194652.49, 115523.68, 115523.68,-79128.81, 475.65, 115999.33, -78653.16, -79604.47, -9.33, True, -83272.46
2886.96,0.50, 62867.31, -189274.68, 115523.68, 115523.68,-73751.00, 412.86, 115936.53, -73338.15, -74163.86, -9.34, True, -83539.07
2887.46,0.50, 62878.84, -183771.23, 115523.68, 115523.68,-68247.55, 353.24, 115876.92, -67894.31, -68600.79, -9.35, True, -83804.56
2887.96,0.50, 62890.36, -177522.39, 115523.68, 115523.68,-61998.71, 291.24, 115814.92, -61707.47, -62289.95, -9.35, True, -84083.93
2888.46,0.50, 62901.89, -169984.63, 115523.68, 115523.68,-54460.95, 224.47, 115748.15, -54236.48, -54685.42, -9.36, True, -84387.80
2888.96,0.50, 62913.42, -160839.61, 115523.68, 115523.68,-45315.93, 155.20, 115678.88, -45160.73, -45471.13, -9.36, True, -84718.73
2889.46,0.50, 62924.95, -150647.44, 115523.68, 115523.68,-35123.76, 93.09, 115616.77, -35030.67, -35216.86, -9.37, True, -85058.48
2889.96,0.50, 62936.48, -139008.28, 115523.68, 115523.68,-23484.60, 41.54, 115565.22, -23443.06, -23526.15, -9.37, True, -85409.69
2890.46,0.50, 62948.00, -127539.44, 115523.68, 115523.68,-12015.76, 10.86, 115534.53, -12004.90, -12026.62, -9.37, True, -85737.47
2890.96,0.50, 62959.53, -116136.04, 115523.68, 115523.68,-612.36, 0.03, 115523.71, -612.33, -612.39, -9.37, True, -86044.43
2891.46,0.50, 62971.06, -105622.90, 115523.68, 115523.68,9900.78, 7.35, 115531.02, 9908.13, 9893.44, -9.37, True, -86319.81
2891.96,0.50, 62982.59, -97057.80, 115523.68, 115523.68,18465.87, 25.52, 115549.20, 18491.40, 18440.35, -9.37, True, -86554.97
2892.46,0.50, 62994.11, -91041.33, 115523.68, 115523.68,24482.34, 44.83, 115568.50, 24527.17, 24437.52, -9.37, True, -86750.63
2892.96,0.50, 63005.64, -86420.29, 115523.68, 115523.68,29103.39, 63.30, 115586.98, 29166.69, 29040.09, -9.36, True, -86926.19
2893.46,0.50, 63017.17, -82837.53, 115523.68, 115523.68,32686.14, 79.80, 115603.48, 32765.95, 32606.34, -9.36, True, -87088.19
2893.96,0.50, 63028.70, -78979.90, 115523.68, 115523.68,36543.78, 99.69, 115623.37, 36643.47, 36444.09, -9.35, True, -87251.11
2894.46,0.50, 63040.23, -73738.45, 115523.68, 115523.68,41785.23, 130.24, 115653.92, 41915.47, 41654.99, -9.35, True, -87424.42
2894.96,0.50, 63051.75, -68073.19, 115523.68, 115523.68,47450.49, 167.81, 115691.49, 47618.30, 47282.68, -9.34, True, -87597.26
2895.46,0.50, 63063.28, -62088.04, 115523.68, 115523.68,53435.64, 212.62, 115736.30, 53648.26, 53223.01, -9.34, True, -87767.84
2895.96,0.50, 63074.81, -57603.44, 115523.68, 115523.68,57920.23, 249.65, 115773.32, 58169.88, 57670.59, -9.33, True, -87923.70
2896.46,0.50, 63086.34, -53857.81, 115523.68, 115523.68,61665.87, 282.82, 115806.50, 61948.69, 61383.05, -9.33, True, -88072.42
2896.96,0.50, 63097.86, -51366.07, 115523.68, 115523.68,64157.61, 306.03, 115829.70, 64463.63, 63851.58, -9.32, True, -88212.33
2897.46,0.50, 63109.39, -49323.60, 115523.68, 115523.68,66200.08, 325.72, 115849.40, 66525.80, 65874.35, -9.31, True, -88349.11
2897.96,0.50, 63120.92, -47806.67, 115523.68, 115523.68,67717.01, 340.74, 115864.42, 68057.75, 67376.26, -9.30, True, -88482.77
2898.46,0.50, 63132.45, -46397.73, 115523.68, 115523.68,69125.95, 355.00, 115878.67, 69480.94, 68770.95, -9.30, True, -88615.71
2898.96,0.50, 63143.98, -44964.85, 115523.68, 115523.68,70558.83, 369.79, 115893.47, 70928.62, 70189.04, -9.29, True, -88748.60
2899.46,0.50, 63155.50, -41964.36, 115523.68, 115523.68,73559.32, 401.73, 115925.41, 73961.05, 73157.59, -9.28, True, -88888.20
2899.96,0.50, 63167.03, -38008.63, 115523.68, 115523.68,77515.04, 445.84, 115969.51, 77960.88, 77069.21, -9.27, True, -89030.23
2900.46,0.50, 63178.56, -31989.09, 115523.68, 115523.68,83534.59, 517.31, 116040.99, 84051.90, 83017.28, -9.26, True, -89176.26
2900.96,0.50, 63190.09, -25735.53, 115523.68, 115523.68,89788.15, 597.11, 116120.79, 90385.27, 89191.04, -9.25, True, -89317.65
2901.46,0.50, 63201.61, -19485.72, 115523.68, 115523.68,96037.96, 682.50, 116206.18, 96720.47, 95355.46, -9.24, True, -89453.54
2901.96,0.50, 63213.14, -15041.69, 115523.68, 115523.68,100481.99, 746.64, 116270.32, 101228.63, 99735.35, -9.23, True, -89583.55
2902.46,0.50, 63224.67, -11072.66, 115523.68, 115523.68,104451.02, 806.32, 116330.00, 105257.34, 103644.70, -9.22, True, -89711.00
2902.96,0.50, 63236.20, -7594.96, 115523.68, 115523.68,107928.72, 860.47, 116384.15, 108789.19, 107068.25, -9.21, True, -89836.71
2903.46,0.50, 63247.73, -4711.25, 115523.68, 115523.68,110812.43, 906.68, 116430.36, 111719.11, 109905.75, -9.20, True, -89961.54
2903.96,0.50, 63259.25, -3114.12, 115523.68, 115523.68,112409.56, 932.79, 116456.47, 113342.35, 111476.77, -9.18, True, -90087.17
2904.46,0.50, 63270.78, -2450.77, 115523.68, 115523.68,113072.91, 943.74, 116467.42, 114016.65, 112129.17, -9.17, True, -90213.97
2904.96,0.50, 63282.31, -3026.70, 115523.68, 115523.68,112496.98, 934.23, 116457.91, 113431.21, 111562.75, -9.16, True, -90342.61
2905.46,0.50, 63293.84, -3932.52, 115523.68, 115523.68,111591.15, 919.37, 116443.04, 112510.52, 110671.79, -9.15, True, -90471.70
2905.96,0.50, 63305.36, -4868.49, 115523.68, 115523.68,110655.19, 904.13, 116427.81, 111559.32, 109751.06, -9.13, True, -90600.81
2906.46,0.50, 63316.89, -4474.92, 115523.68, 115523.68,111048.75, 910.52, 116434.20, 111959.28, 110138.23, -9.12, True, -90728.56
2906.96,0.50, 63328.42, -3128.04, 115523.68, 115523.68,112395.64, 932.56, 116456.24, 113328.20, 111463.08, -9.11, True, -90855.27
2907.46,0.50, 63339.95, 201.68, 115523.68, 115523.68,115725.35, 988.15, 116511.83, 116713.50, 114737.20, -9.10, True, -90978.67
2907.96,0.50, 63351.48, 4244.89, 115523.68, 115523.68,119768.57, 1057.78, 116581.46, 120826.34, 118710.79, -9.08, True, -91099.01
2908.46,0.50, 63363.00, 10358.51, 115523.68, 115523.68,125882.19, 1167.48, 116691.16, 127049.67, 124714.71, -9.07, True, -91210.88
2908.96,0.50, 63374.53, 16718.05, 115523.68, 115523.68,132241.73, 1287.23, 116810.90, 133528.95, 130954.50, -9.06, True, -91316.58
2909.46,0.50, 63386.06, 22981.49, 115523.68, 115523.68,138505.17, 1410.76, 116934.44, 139915.93, 137094.41, -9.04, True, -91417.18
2909.96,0.50, 63397.59, 28135.44, 115523.68, 115523.68,143659.11, 1516.57, 117040.25, 145175.68, 142142.55, -9.02, True, -91518.84
2910.46,0.50, 63409.11, 32383.00, 115523.68, 115523.68,147906.68, 1606.58, 117130.26, 149513.26, 146300.09, -9.01, True, -91622.71
2910.96,0.50, 63420.64, 34924.13, 115523.68, 115523.68,150447.80, 1661.65, 117185.33, 152109.45, 148786.15, -8.99, True, -91735.80
2911.46,0.50, 63432.17, 35701.95, 115523.68, 115523.68,151225.63, 1678.69, 117202.36, 152904.32, 149546.95, -8.98, True, -91860.32
2911.96,0.50, 63443.70, 34755.93, 115523.68, 115523.68,150279.61, 1657.98, 117181.65, 151937.59, 148621.63, -8.96, True, -91996.54
2912.46,0.50, 63455.23, 31039.92, 115523.68, 115523.68,146563.60, 1577.85, 117101.52, 148141.44, 144985.75, -8.94, True, -92150.16
2912.96,0.50, 63466.75, 25885.52, 115523.68, 115523.68,141409.19, 1469.92, 116993.60, 142879.11, 139939.27, -8.93, True, -92309.71
2913.46,0.50, 63478.28, 18638.08, 115523.68, 115523.68,134161.75, 1324.51, 116848.18, 135486.26, 132837.25, -8.91, True, -92474.78
2913.96,0.50, 63489.81, 14111.53, 115523.68, 115523.68,129635.20, 1237.45, 116761.13, 130872.66, 128397.75, -8.90, True, -92622.93
2914.46,0.50, 63501.34, 14070.70, 115523.68, 115523.68,129594.38, 1236.68, 116760.36, 130831.06, 128357.70, -8.88, True, -92753.35
2914.96,0.50, 63512.86, -126.22, 115523.68, 115523.68,115397.46, 982.61, 116506.28, 116380.07, 114414.85, -8.87, True, -92920.52
2915.46,0.50, 63524.39, -7447.06, 115523.68, 115523.68,108076.61, 862.81, 116386.49, 108939.42, 107213.80, -8.86, True, -93058.40
2915.96,0.50, 63535.92, -11457.80, 115523.68, 115523.68,104065.88, 800.43, 116324.11, 104866.31, 103265.45, -8.85, True, -93189.60
2916.46,0.50, 63547.45, -14671.94, 115523.68, 115523.68,100851.74, 752.11, 116275.78, 101603.84, 100099.63, -8.84, True, -93319.01
2916.96,0.50, 63558.98, -16935.47, 115523.68, 115523.68,98588.21, 718.96, 116242.64, 99307.17, 97869.25, -8.83, True, -93447.92
2917.46,0.50, 63570.50, -18787.26, 115523.68, 115523.68,96736.42, 692.40, 116216.07, 97428.81, 96044.02, -8.82, True, -93576.66
2917.96,0.50, 63582.03, -20301.14, 115523.68, 115523.68,95222.54, 671.04, 116194.72, 95893.58, 94551.50, -8.81, True, -93705.48
2918.46,0.50, 63593.56, -20964.88, 115523.68, 115523.68,94558.80, 661.79, 116185.46, 95220.59, 93897.01, -8.79, True, -93835.42
2918.96,0.50, 63605.09, -21092.56, 115523.68, 115523.68,94431.12, 660.01, 116183.69, 95091.13, 93771.10, -8.78, True, -93966.27
2919.46,0.50, 63616.61, -21790.78, 115523.68, 115523.68,93732.90, 650.36, 116174.03, 94383.26, 93082.55, -8.77, True, -94096.29
